Name,Handle,Timestamp,Verified,Content,Comments,Retweets,Likes,Analytics,Tags,Mentions,Emojis,Tweet ID
Kamala Harris,@KamalaHarris,2024-09-11T02:33:16.000Z,True,"World leaders are laughing at Donald Trump. Military leaders call him a disgrace.

The American people deserve better.",6.4K,11K,55K,2.3M,[],[],[],tweet_id:1833695275275129204
Kamala Harris,@KamalaHarris,2024-09-11T02:27:44.000Z,True,We cannot afford to have a president who attempts to upend the will of the voters in a free and fair election.,4.3K,5.8K,28K,1.6M,[],[],[],tweet_id:1833693880320975270
Kamala Harris,@KamalaHarris,2024-09-11T02:25:25.000Z,True,"Let's remember Charlottesville—a mob of people carrying tiki torches, spewing anti-semitic hate and what did Trump say? “There were fine people on each side.”

It's time to turn the page, stand for our democracy, and to end the chaos.",11K,7K,36K,1.9M,[],[],[],tweet_id:1833693298973892835
Kamala Harris,@KamalaHarris,2024-09-11T02:17:55.000Z,True,"For everyone watching who remembers January 6th: We don't have to go back.

There is a place in our campaign for you to stand for country, to stand for our democracy, to stand for rule of law, and to end the chaos.",4.6K,5.8K,30K,1M,[],[],[],tweet_id:1833691411423940695
Kamala Harris,@KamalaHarris,2024-09-11T02:13:42.000Z,True,Donald Trump was fired by 81 million people.,20K,36K,310K,11M,[],[],[],tweet_id:1833690349463543880
Kamala Harris,@KamalaHarris,2024-09-11T02:09:00.000Z,True,"I have the endorsement of 200 Republicans who formerly worked with President Bush, Mitt Romney, and John McCain.",16K,29K,107K,4.7M,[],[],[],tweet_id:1833689169370976522
Kamala Harris,@KamalaHarris,2024-09-11T02:02:56.000Z,True,"Donald Trump has been prosecuted for national security crimes, economic crimes, election interference—and has been found liable for sexual assault.

Let’s be clear: I will always stand for the rule of law.",8.4K,22K,106K,2.9M,[],[],[],tweet_id:1833687642610770142
Kamala Harris,@KamalaHarris,2024-09-11T01:55:57.000Z,True,"Go to one of Donald Trump’s rallies. He talks about Hannibal Lecter, windmills causing cancer—and you will even notice people leaving early out of boredom.

The one thing you will not hear him talk about is you.",5.7K,14K,91K,3.8M,[],[],[],tweet_id:1833685883423215617
Kamala Harris,@KamalaHarris,2024-09-11T01:51:15.000Z,True,"If you want to know who Donald Trump is, just ask people who have worked with him:

— His former chief of staff has said he has contempt for the constitution
— His former national security advisor has said he is dangerous and unfit
— His former secretary of defense has said the",2.7K,6K,22K,879K,[],[],[],tweet_id:1833684700503720438
Kamala Harris,@KamalaHarris,2024-09-11T01:40:35.000Z,True,"In over 20 states, there are now Trump abortion bans that make no exception for rape or incest.",3.3K,5.1K,24K,1.1M,[],[],[],tweet_id:1833682016291667982
Kamala Harris,@KamalaHarris,2024-09-11T01:37:25.000Z,True,"The bill I supported would have added 1,500 border agents.

It would have allowed us to stem the flow of fentanyl coming into the United States.

Donald Trump got on the phone, called out some people in Congress and asked them to kill the bill.",4.3K,7K,23K,1.2M,[],[],[],tweet_id:1833681220586144221
Kamala Harris,@KamalaHarris,2024-09-11T01:31:44.000Z,True,"If Donald Trump were to be re-elected, he would sign a national abortion ban.

Certain freedoms—like the freedom to make decisions about one's own body—should not be made by the government, and especially not by Donald Trump.",4.2K,2.7K,13K,1M,[],[],[],tweet_id:1833679787094651105
Kamala Harris,@KamalaHarris,2024-09-11T01:26:29.000Z,True,"When Congress passes a bill to restore the protections of Roe v. Wade, as president of the United States, I will proudly sign it into law.",2.7K,4.1K,28K,947K,[],[],[],tweet_id:1833678469718261891
Kamala Harris,@KamalaHarris,2024-09-11T01:23:29.000Z,True,"Donald Trump hand-selected three members of the Supreme Court with the intention that they would undo the protections of Roe v. Wade—and they did exactly as he intended.

And now, in over 20 states, there are Trump abortion bans.",1.9K,2.8K,11K,667K,[],[],[],tweet_id:1833677712256291180
Kamala Harris,@KamalaHarris,2024-09-11T01:16:17.000Z,True,"Let's talk about what Donald Trump left us:

— The worst unemployment since the Great Depression
— The worst public health epidemic in a century
— The worst attack on our democracy since the Civil War

President  and I have cleaned up his mess.",9.3K,13K,47K,1.5M,[],['@JoeBiden'],[],tweet_id:1833675903001395557
Kamala Harris,@KamalaHarris,2024-09-11T01:13:35.000Z,True,Donald Trump has no plan for you.,38K,54K,459K,28M,[],[],[],tweet_id:1833675221368259013
Kamala Harris,@KamalaHarris,2024-09-11T01:07:08.000Z,True,"I was raised a middle-class kid, and I’m the only person on the debate stage tonight who has a plan to lift up the middle class and working people of America.",6.4K,3.6K,24K,1.2M,[],[],[],tweet_id:1833673597711241519
Kamala Harris,@KamalaHarris,2024-09-11T00:32:33.000Z,True,"Before I take the stage tonight, join supporters nationwide for a virtual watch party with Governor .",1.6K,2.2K,9.6K,496K,[],['@Tim_Walz'],[],tweet_id:1833664896912781757
Kamala Harris,@KamalaHarris,2024-09-10T22:45:08.000Z,True,"In this election, Americans have a choice.",8.1K,9K,48K,1.8M,[],[],[],tweet_id:1833637861528084828
Kamala Harris,@KamalaHarris,2024-09-10T20:50:00.000Z,True,"Donald Trump’s Project 2025 would eliminate the independence of the Department of Justice.

That means Trump would have total control and unchecked legal power—and he has vowed to be a dictator on day one.

Let me be clear: That will never happen.",8.4K,6.4K,21K,1.4M,[],[],[],tweet_id:1833608890149216757
Kamala Harris,@KamalaHarris,2024-09-10T19:35:01.000Z,True,"We are making it so medical debt will no longer be used against your credit score. 

And as president, I will work to cancel medical debt for millions of Americans.",7.2K,6.8K,41K,2.1M,[],[],[],tweet_id:1833590016691327154
Kamala Harris,@KamalaHarris,2024-09-10T18:46:02.000Z,True,"When I’m president, I will take on corporate landlords that unfairly raise rents on working families.",17K,10K,66K,5.9M,[],[],[],tweet_id:1833577692567945365
Kamala Harris,@KamalaHarris,2024-09-10T18:03:05.000Z,True,"Building up the middle class will be a defining goal of my presidency. 

This is personal to me. The middle class is where I come from. 

My mother kept a strict budget. We lived within our means, yet we wanted for little. And she expected us to make the most of the opportunities",6K,6.9K,35K,1.1M,[],[],[],tweet_id:1833566884156870911
Kamala Harris,@KamalaHarris,2024-09-10T17:21:01.000Z,True,"We need to bring down the cost of housing. 

My economic proposal includes $25,000 for first-time home buyers to help them with a down payment on a home.",13K,4K,17K,1.7M,[],[],[],tweet_id:1833556295074345146
Kamala Harris,@KamalaHarris,2024-09-10T16:11:01.000Z,True,"I have never wavered in my support for reproductive freedom.

Donald Trump, on the other hand, said he is ""proud"" of his role in ending Roe. And we know if he gets the chance, he will ban abortion and threaten IVF nationwide.

As the great Maya Angelou said, “When someone shows",4.6K,5.2K,20K,1M,[],[],[],tweet_id:1833538681325367779
Kamala Harris,@KamalaHarris,2024-09-10T14:14:25.000Z,True,"We know what a second Trump term would look like—it is all laid out in Project 2025. 

900 pages that will pull our country back to the past. 

We are not going back.",8K,4.7K,12K,747K,[],[],[],tweet_id:1833509335068209330
Kamala Harris,@KamalaHarris,2024-09-10T11:22:05.000Z,True,"America, see you tonight.https://kamalaharris.link/Debate2024",11K,18K,117K,4.5M,[],[],[],tweet_id:1833465968086962265
Kamala Harris,@KamalaHarris,2024-09-09T21:51:26.000Z,True,Donald Trump has a real problem with the truth.,10K,17K,58K,3M,[],[],[],tweet_id:1833261961284366841
Kamala Harris,@KamalaHarris,2024-09-09T20:54:00.000Z,True,"Every American should be able to access the health care they need, no matter their income or wealth. 

As vice president, I have helped cut prescription drug costs, cap the cost of insulin at $35 a month for our seniors, and lower premiums for seniors and people with disabilities",3.8K,3K,12K,583K,[],[],[],tweet_id:1833247507956003128
Kamala Harris,@KamalaHarris,2024-09-09T19:49:05.000Z,True,"From rural towns to city centers, our opportunity economy will ensure small businesses have resources to turn their dreams into reality.

We will expand access to venture capital, support innovation hubs and business incubators, and increase federal contracts with small",2.9K,2.6K,10K,538K,[],[],[],tweet_id:1833231171079049573
Kamala Harris,@KamalaHarris,2024-09-09T17:53:00.000Z,True,"In both red and blue states, when reproductive freedom has been on the ballot, the American people have voted for freedom. 

When Congress passes a bill to restore reproductive freedoms, as president, I will proudly sign it into law.",5.5K,4.6K,19K,796K,[],[],[],tweet_id:1833201957701296534
Kamala Harris,@KamalaHarris,2024-09-09T16:52:21.000Z,True,"Donald Trump has made his stance on reproductive freedoms clear. 

To put it bluntly: He doesn’t trust women.",8.6K,6.2K,22K,872K,[],[],[],tweet_id:1833186695799267719
Kamala Harris,@KamalaHarris,2024-09-09T11:57:26.000Z,True,"Take it from the people who worked for him: Donald Trump is a danger to our troops, our security, and our democracy.

He should never again stand behind the seal of the President of the United States. 

Watch our new ad:",11K,18K,53K,4M,[],[],[],tweet_id:1833112474893082878
Kamala Harris,@KamalaHarris,2024-09-08T20:47:05.000Z,True,I look forward to using my new seasonings from Penzeys Spices in Pittsburgh at our next Sunday family dinner.,10K,9K,74K,3.7M,[],[],[],tweet_id:1832883379592667595
Kamala Harris,@KamalaHarris,2024-09-08T18:35:01.000Z,True,"If Donald Trump wants to pick a fight over our most fundamental freedoms, we say: Bring it on.",8.9K,6K,26K,1.5M,[],[],[],tweet_id:1832850144863076666
Kamala Harris,@KamalaHarris,2024-09-08T17:07:21.000Z,True,"We are all in this together, standing strong.",7.4K,6.6K,35K,2.6M,[],[],[],tweet_id:1832828079267356725
Kamala Harris,@KamalaHarris,2024-09-08T15:39:17.000Z,True,"As a young girl visiting my grandparents in India, my grandfather took me on his morning walks, where he would discuss the importance of fighting for equality and fighting corruption. He was a retired civil servant who had been part of the movement to win India’s independence.",10K,10K,62K,4.2M,[],[],[],tweet_id:1832805919781974438
Kamala Harris,@KamalaHarris,2024-09-07T22:42:00.000Z,True,"Donald Trump intends to end the Affordable Care Act—which would take us back to a time where insurance companies had the power to deny people with preexisting conditions. 

We are not going back.",10K,12K,47K,2.2M,[],[],[],tweet_id:1832549910727520268
Kamala Harris,@KamalaHarris,2024-09-07T19:57:05.000Z,True,"As Attorney General of California, a U.S. Senator, and Vice President of the United States I have worked to lower the costs of prescription drugs and fought to protect patients. 

I will never stop fighting for the health, wellbeing, and financial stability of the American",5.6K,5K,21K,706K,[],[],[],tweet_id:1832508408496377948
Kamala Harris,@KamalaHarris,2024-09-07T18:46:02.000Z,True,When I am President of the United States and Congress passes a bill to restore reproductive freedoms—I will sign it into law.,14K,13K,93K,3.8M,[],[],[],tweet_id:1832490526202794233
Kamala Harris,@KamalaHarris,2024-09-06T18:55:01.000Z,True,"Donald Trump’s Project 2025 is a plan to weaken America’s middle class.

But we won’t let him win—because we know when the middle class is strong, America is strong.",14K,5.4K,20K,1.2M,[],[],[],tweet_id:1832130399079698702
Kamala Harris,@KamalaHarris,2024-09-06T15:53:02.000Z,True,"In the next 60 days, we know what we need to do: 

Knock on doors.
Register folks to vote. 
Get people to the polls. 

Every day matters.",12K,9.8K,41K,1.7M,[],[],[],tweet_id:1832084604108325299
Kamala Harris,@KamalaHarris,2024-09-06T12:13:00.000Z,True,"Together, we passed the first bipartisan law addressing gun violence prevention in nearly 30 years, but we have more work to do. 

We must pass an assault weapons ban, universal background checks, and red flag laws.",5.5K,5.2K,22K,1.3M,[],[],[],tweet_id:1832029230000968136
Kamala Harris,@KamalaHarris,2024-09-06T03:19:16.000Z,True,"School shootings are not just a fact of life.

It doesn’t have to be this way. We can take action to protect our children—and we will.",14K,19K,133K,8.1M,[],[],[],tweet_id:1831894912985657387
Kamala Harris,@KamalaHarris,2024-09-06T01:41:16.000Z,True,"Grabbed some Tasty Ranch Dill pretzels for  from Port City Pretzel in Portsmouth, New Hampshire—hopefully he doesn’t eat them all at once.",4.9K,3.3K,23K,2.6M,[],['@DouglasEmhoff'],[],tweet_id:1831870247281823929
Kamala Harris,@KamalaHarris,2024-09-05T20:20:00.000Z,True,"In more than 20 states, there is a Trump Abortion Ban—many with no exceptions, even for rape and incest. 

If Donald Trump were to win, he would sign a national abortion ban.",15K,6.5K,21K,1.7M,[],[],[],tweet_id:1831789400784584857
Kamala Harris,@KamalaHarris,2024-09-05T18:26:02.000Z,True,"Our teachers, nurses, and firefighters should not be paying more in taxes than billionaires.

That’s why I support a billionaire minimum tax and will ensure corporations pay their fair share.",9K,8.8K,44K,2M,[],[],[],tweet_id:1831760720872058898
Kamala Harris,@KamalaHarris,2024-09-05T16:49:08.000Z,True,My Administration will make it easier for small businesses to succeed.,5.3K,4.1K,12K,635K,[],[],[],tweet_id:1831736331229184411
Kamala Harris,@KamalaHarris,2024-09-05T14:28:15.000Z,True,"Small businesses are the backbone of our communities.

I'm proud to celebrate that a record 19 million new small business applications have been filed under our administration.",2.7K,2.4K,9.7K,406K,[],[],[],tweet_id:1831700880795545901
Kamala Harris,@KamalaHarris,2024-09-04T23:03:58.000Z,True,"Donald Trump’s anti-growth Project 2025 Agenda would:

-Explode America's deficit
-Give tax cuts to huge corporations and the ultra-wealthy
-Raise costs on essentials for families and small businesses
-Cut funding that allows small businesses to access capital",8.5K,3.2K,7.8K,701K,[],[],[],tweet_id:1831468274175111449
Kamala Harris,@KamalaHarris,2024-09-04T22:15:46.000Z,True,"Welcome, joyful warriors.",5.7K,4.2K,19K,1.6M,[],[],[],tweet_id:1831456147213303847
Kamala Harris,@KamalaHarris,2024-09-04T21:33:36.000Z,True,"Small businesses in our country employ half of all private sector workers—generating revenue that helps repair our roads and pay our teachers.

They are part of the glue that holds our communities together.",2.2K,1.6K,7.3K,1M,[],[],[],tweet_id:1831445535162847435
Kamala Harris,@KamalaHarris,2024-09-04T21:04:07.000Z,True,"Small business owners need the confidence, capital, and security to get off the ground.

Our plan will help them do it.",2.8K,1.8K,5.8K,417K,[],[],[],tweet_id:1831438115799756956
Kamala Harris,@KamalaHarris,2024-09-04T20:32:02.000Z,True,"As president, one of my highest priorities will be to support small businesses.",5.7K,4.7K,15K,16M,[],[],[],tweet_id:1831430039235359148
Vice President Kamala Harris,@VP,2024-09-04T20:16:09.000Z,True,"Today, Doug and I are mourning the deaths of those whose lives were cut short by gun violence at Apalachee High School in Georgia.

Our hearts are with the students, teachers, and families impacted by this shooting, and we are grateful to the first responders and law enforcement",6.2K,5.1K,28K,1.3M,[],[],[],tweet_id:1831426043913163101
Kamala Harris,@KamalaHarris,2024-09-04T18:54:03.000Z,True,"Through their creativity and tenacity, small business owners inspire their community. 

Tune in as I take the stage in New Hampshire to discuss how we’re fighting every day for America’s small business owners and entrepreneurs.",2.5K,1.9K,6.9K,392K,[],[],[],tweet_id:1831405381450658059
Kamala Harris,@KamalaHarris,2024-09-04T14:58:01.000Z,True,"Unlike Donald Trump, I promise to put middle-class and working-class families first. 

Because we know: When the middle class is strong, America is strong.",23K,7.6K,35K,3.4M,[],[],[],tweet_id:1831345981117374815
Kamala Harris,@KamalaHarris,2024-09-04T01:54:15.000Z,True,A little barbecue sauce never hurt anyone.,7.2K,4.9K,32K,3M,[],[],[],tweet_id:1831148742176555435
Kamala Harris,@KamalaHarris,2024-09-04T00:03:59.000Z,True,"Fighting for a brighter future will take hard work — but we all know hard work is good work. 

Join our team of joyful warriors:",4K,2.3K,8.5K,551K,[],[],[],tweet_id:1831120991134642257
Kamala Harris,@KamalaHarris,2024-09-03T19:04:08.000Z,True,"I love our country with all my heart. Together, we must get out there and fight for it.",15K,17K,108K,3.3M,[],[],[],tweet_id:1831045530069193086
Kamala Harris,@KamalaHarris,2024-09-03T17:45:01.000Z,True,"My entire career, I’ve only had one client: The people.",27K,13K,87K,9.3M,[],[],[],tweet_id:1831025622216298499
Kamala Harris,@KamalaHarris,2024-09-03T14:50:29.000Z,True,"We are not going to let Donald Trump sell out middle class families again. 

Watch our latest ad:",13K,8.5K,23K,1.4M,[],[],[],tweet_id:1830981698818843042
Kamala Harris,@KamalaHarris,2024-09-03T02:32:10.000Z,True,"Madison: thank you, we're proud of you, and be careful on that treadmill.",2.9K,3K,16K,927K,[],[],[],tweet_id:1830795894544896105
Kamala Harris,@KamalaHarris,2024-09-03T01:20:15.000Z,True,"Celebrated Labor Day with workers in Detroit and Pittsburgh—both cradles of the American labor movement.

Every person in our nation has benefited from the work of our brothers and sisters in the labor movement.",2.9K,4.1K,19K,794K,[],[],[],tweet_id:1830777798195122339
Kamala Harris,@KamalaHarris,2024-09-02T23:18:58.000Z,True,"U.S. Steel should remain American-owned and American-operated.

It is vital for our nation to maintain strong American steel companies.

I will always have the back of America's steelworkers.",5.2K,5.3K,22K,1.2M,[],[],[],tweet_id:1830747274147779038
Kamala Harris,@KamalaHarris,2024-09-02T22:28:44.000Z,True,"In this fight for the future, I will continue to count on the strength, determination, and leadership of union workers across our nation.

Because union organizing does not only win contracts—it wins elections.",2.6K,2.6K,11K,624K,[],[],[],tweet_id:1830734631429091593
Kamala Harris,@KamalaHarris,2024-09-02T21:35:50.000Z,True,"When unions are strong, America is strong.

I'm back in Pennsylvania with Joe Biden on Labor Day, talking to voters about everything on the line for workers. Tune in.",2.1K,2.7K,10K,498K,[],[],[],tweet_id:1830721319987724672
Kamala Harris,@KamalaHarris,2024-09-02T20:37:21.000Z,True,"It was so good to be with labor leaders in Detroit today where, for generations, the brothers and sisters of labor have stood together to righteously demand fair pay, better benefits, and safe working conditions.

When unions are strong, America is strong.",4.4K,5.2K,19K,765K,[],[],[],tweet_id:1830706601059033164
Kamala Harris,@KamalaHarris,2024-09-02T17:50:06.000Z,True,"When I am President, we will pass the PRO Act and end union-busting once and for all.",10K,7.9K,44K,3.6M,[],[],[],tweet_id:1830664514356027466
Vice President Kamala Harris,@VP,2024-09-02T17:00:56.000Z,True,"Today,  and I met with the U.S. hostage deal negotiation team. The murder of Hersh Goldberg-Polin and five other hostages was a brutal, barbaric act by Hamas terrorists. As  said, Hamas leaders will pay for these crimes. 
 
It is long past time for a ceasefire and",10K,4.9K,18K,2.4M,[],"['@POTUS', '@POTUS']",[],tweet_id:1830652137216373177
Kamala Harris,@KamalaHarris,2024-09-02T17:08:52.000Z,True,"So much is on the line in November. 

That is why I'm back in Detroit, Michigan to speak with voters about the stakes of this election. Tune in.",2.8K,2.8K,10K,497K,[],[],[],tweet_id:1830654135445713315
Kamala Harris,@KamalaHarris,2024-09-02T13:57:06.000Z,True,"On Labor Day, we honor workers, unions, and the entire labor movement fighting for fair wages, good benefits, and safer working conditions for all.

As President, I will always stand with workers, because when unions are strong, the middle class is strong. And when the middle",6.6K,8.9K,35K,1.5M,[],[],[],tweet_id:1830605875360239720
Kamala Harris,@KamalaHarris,2024-09-01T23:45:00.000Z,True,"In this election, we each face a question: What kind of country do we want to live in?

A country of chaos, fear, and hate? Or one of freedom, compassion, and rule of law?

Each of us has the power to answer that question with our vote.",20K,10K,39K,2.7M,[],[],[],tweet_id:1830391439013838944
Kamala Harris,@KamalaHarris,2024-09-01T20:06:05.000Z,True,We won’t let him.,37K,13K,67K,76M,[],[],[],tweet_id:1830336346310754456
Kamala Harris,@KamalaHarris,2024-09-01T18:59:00.000Z,True,"He said we should “punish” women who have an abortion.
He said he is “proud” of his role in ending Roe.
He unleashed extreme abortion bans across the country. 

Donald Trump’s record and position on reproductive freedom are clear.",12K,14K,57K,2.9M,[],[],[],tweet_id:1830319463884890498
Vice President Kamala Harris,@VP,2024-09-01T14:43:46.000Z,True,"On October 7, Hersh Goldberg-Polin — an American citizen — was taken hostage by Hamas terrorists. He was just 23 years old, attending a music festival with friends. We now know he was murdered by Hamas.

Doug and my prayers are with Jon Polin and Rachel Goldberg-Polin, Hersh's",7K,4.9K,20K,1.9M,[],[],[],tweet_id:1830255230123937864
Kamala Harris,@KamalaHarris,2024-09-01T00:02:26.000Z,True,The secret ingredient for my greens? Tabasco.,12K,5.3K,28K,5.5M,[],[],[],tweet_id:1830033436683215146
Kamala Harris,@KamalaHarris,2024-08-31T23:31:10.000Z,True,"On #OverdoseAwarenessDay, I am thinking of far too many Americans impacted by the scourge of opioids and fentanyl.

For the first time in five years, overdose deaths are declining. As President, I will continue the fight—using every tool at our disposal to end this crisis.",3.9K,1.7K,6.3K,741K,['#OverdoseAwarenessDay'],[],[],tweet_id:1830025570102477059
Kamala Harris,@KamalaHarris,2024-08-31T21:45:07.000Z,True,"Two middle-class kids.  

One, a daughter of Oakland, California, who was raised by a working mother and had a summer job at McDonald’s.   

The other, a son of the Nebraska plains, who spent summers on the farm.   

Only in America is it possible that the two of us would be",13K,11K,60K,3.3M,[],[],[],tweet_id:1829998879573442881
Kamala Harris,@KamalaHarris,2024-08-31T20:27:51.000Z,True,"Last week,  and I accepted the nomination for President and Vice President of the United States.

Our campaign will work every day until November—with joy, optimism, and faith—to win this fight.",6.2K,6.7K,28K,1.9M,[],['@Tim_Walz'],[],tweet_id:1829979434390114344
Kamala Harris,@KamalaHarris,2024-08-31T16:14:09.000Z,True,"As Vice President, I have had the privilege of visiting Arlington National Cemetery several times. It is a solemn place; a place where we come together to honor American heroes who have made the ultimate sacrifice in service of this nation.

It is not a place for politics.

And",50K,30K,137K,111M,[],[],[],tweet_id:1829915590468731167
Kamala Harris,@KamalaHarris,2024-08-31T14:52:09.000Z,True,"First, he got Roe overturned.
Then, he got abortion banned in 20 states.
Now he’s voting for an abortion ban in the state where he lives.

If elected, he’ll sign a nationwide abortion ban if it crosses his desk.",9.6K,11K,38K,4.3M,[],[],[],tweet_id:1829894952274231664
Kamala Harris,@KamalaHarris,2024-08-31T12:34:08.000Z,True,"Donald Trump is surrendering to his advisors who won't allow him to debate with a live microphone. If his own team doesn't have confidence in him, the American people definitely can’t.

We are running for President of the United States. Let’s debate in a transparent way—with the",30K,17K,75K,14M,[],[],[],tweet_id:1829860220912222335
Kamala Harris,@KamalaHarris,2024-08-30T20:15:15.000Z,True,"Donald Trump made his position clear when he hand-picked three Supreme Court justices to overturn Roe—which has decimated reproductive freedom and jeopardized IVF access for American women.

I have never wavered on this, so believe me when I say: I will always protect",10K,10K,43K,2.3M,[],[],[],tweet_id:1829613876951822381
Kamala Harris,@KamalaHarris,2024-08-30T15:18:23.000Z,True,"What would a second Trump administration look like?

Project 2025 lays it all out—and it’s extreme. 

We are not going back.",7.9K,6K,15K,836K,[],[],[],tweet_id:1829539169896435735
Kamala Harris,@KamalaHarris,2024-08-30T13:26:21.000Z,True,"Sometimes you hit the note, sometimes you don't.",4.6K,6K,30K,1.4M,[],[],[],tweet_id:1829510973964652791
Kamala Harris,@KamalaHarris,2024-08-30T02:01:39.000Z,True,"Donald Trump killed our bill to secure the border in order to help himself politically.

It would have added more border agents and allowed us to increase fentanyl seizures.

As President, I will make sure that bill gets back to my desk—and I will sign it.",17K,14K,57K,3.5M,[],[],[],tweet_id:1829338662854656424
Kamala Harris,@KamalaHarris,2024-08-30T01:43:47.000Z,True,"On day one of my administration, I will implement my plan for an opportunity economy.

This plan will bring down the cost of everyday goods, invest in America's small businesses, and extend the Child Tax Credit.",8.6K,4.9K,19K,1.2M,[],[],[],tweet_id:1829334166749491420
Kamala Harris,@KamalaHarris,2024-08-30T01:28:19.000Z,True,"The American people are ready for a new way forward.

Our former president has pushed an agenda that diminishes the character and strength of who we are as Americans, and divides our nation.

People are ready to turn the page.",10K,8.1K,34K,1.5M,[],[],[],tweet_id:1829330275823702247
Kamala Harris,@KamalaHarris,2024-08-30T00:10:33.000Z,True,"If given the chance, Donald Trump has made it clear he intends to end the Affordable Care Act—taking our country backwards.

We’re not going back. We are going forward.",4.2K,5.3K,18K,702K,[],[],[],tweet_id:1829310704932856176
Kamala Harris,@KamalaHarris,2024-08-29T23:40:22.000Z,True,Had to get a sweet treat at Dottie’s Market in Savannah.,3.9K,8.4K,74K,9.3M,[],[],[],tweet_id:1829303107429212229
Kamala Harris,@KamalaHarris,2024-08-29T22:07:38.000Z,True,"If Donald Trump wins, he will not only sign an abortion ban—he also intends to create a national anti-abortion coordinator, forcing states to report on women’s miscarriages and abortions.",14K,7.5K,25K,2.3M,[],[],[],tweet_id:1829279771978842194
Kamala Harris,@KamalaHarris,2024-08-29T21:06:00.000Z,True,"Our campaign is focused on the future of our nation—we are not going back. 

Tune in as I rally voters in Savannah.",3.5K,3.6K,14K,589K,[],[],[],tweet_id:1829264261719437386
Kamala Harris,@KamalaHarris,2024-08-29T19:28:05.000Z,True,"Our campaign is one for all Americans, from red states to blue states, from the heartland to the coasts. 

And when elected, we will govern on behalf of ALL Americans.",5.1K,5.1K,21K,845K,[],[],[],tweet_id:1829239620187349438
Kamala Harris,@KamalaHarris,2024-08-29T16:41:00.000Z,True,"Donald Trump’s Project 2025 plan would give him unchecked, unprecedented power to implement his extreme agenda—including monitoring pregnancies and prosecuting women if they have an abortion.

The stakes this November could not be higher.",11K,4.8K,15K,4M,[],[],[],tweet_id:1829197573124444182
Kamala Harris,@KamalaHarris,2024-08-29T13:59:21.000Z,True,"900 pages that would hand Donald Trump unprecedented power to:

Ban abortion nationwide.
Rip away affordable health care.
Cancel student loan relief.
And much more.

We will defeat his dangerous Project 2025 agenda at the ballot box in November.",10K,10K,28K,1.5M,[],[],[],tweet_id:1829156891513045380
Kamala Harris,@KamalaHarris,2024-08-29T00:39:20.000Z,True,"Thank you, Savannah. 

I look forward to day two of our Georgia bus tour tomorrow.",3.5K,5.3K,31K,950K,[],[],[],tweet_id:1828955561250980056
Kamala Harris,@KamalaHarris,2024-08-28T21:12:01.000Z,True,"Our campaign is not just about us versus Donald Trump. It is about two different visions for our nation: One focused on the future, the other on the past. 

We fight for the future.",17K,9.2K,44K,14M,[],[],[],tweet_id:1828903386663506087
Kamala Harris,@KamalaHarris,2024-08-28T19:30:08.000Z,True,"Emmett Till was murdered in 1955. He was only 14 years old. 

As a U.S. senator, I led the effort to make lynching a federal hate crime. 

As Vice President, I proudly stood beside  as he signed the Emmett Till Antilynching Act into law.

As President, I will continue",8.1K,13K,68K,4.2M,[],['@JoeBiden'],[],tweet_id:1828877747650691247
Kamala Harris,@KamalaHarris,2024-08-28T16:00:29.000Z,True,"The March on Washington was a call to action for our nation. 

Inspired by the passion and purpose of that day, Americans secured the passage of the Civil Rights Act of 1964, the Voting Rights Act of 1965, and more.

Today, we recommit ourselves to the fight for equality,",3.1K,2.9K,11K,588K,[],[],[],tweet_id:1828824985571377211
Kamala Harris,@KamalaHarris,2024-08-28T12:08:58.000Z,True,"Project 2025 is the blueprint for Trump to make himself the most powerful president ever. 

We can’t let him win.

Watch our new ad:",12K,13K,33K,3.5M,[],[],[],tweet_id:1828766724012867803
Kamala Harris,@KamalaHarris,2024-08-27T21:11:05.000Z,True,Join our fight: http://kamalaharris.link/ChipIn,6.1K,4.3K,17K,682K,[],[],[],tweet_id:1828540765204549958
Kamala Harris,@KamalaHarris,2024-08-27T19:31:00.000Z,True,"Even if aspiring homeowners save for years, it is often still not enough. 

My administration will provide first-time homebuyers with $25,000 to help with the down payment on a new home.",21K,8.9K,44K,35M,[],[],[],tweet_id:1828515578165723267
Kamala Harris,@KamalaHarris,2024-08-27T18:30:06.000Z,True,"As Attorney General of California, I took on one of our country’s largest for-profit colleges that scammed students. Donald Trump ran a for-profit college that scammed students. 

And as Attorney General, I held Wall Street banks accountable for fraud. Donald Trump was found",6K,6.9K,27K,1.3M,[],[],[],tweet_id:1828500252195786949
Kamala Harris,@KamalaHarris,2024-08-27T13:30:05.000Z,True,"70 days until Election Day.

Let’s get this done.",12K,14K,109K,4.5M,[],[],[],tweet_id:1828424751242522687
Kamala Harris,@KamalaHarris,2024-08-27T11:02:24.000Z,True,"My mother saved for years to buy a home. I was a teenager when that day finally came—I remember how excited she was.

Right now, home ownership is out of reach for too many Americans.

When I am President, we will end the housing shortage by building 3 million homes and rentals.",13K,8.2K,34K,2.3M,[],[],[],tweet_id:1828387584101237162
Kamala Harris,@KamalaHarris,2024-08-26T22:33:00.000Z,True,"We must protect the freedom that unlocks all other freedoms: our sacred right to vote. 

Americans have the opportunity to get the John Lewis Voting Rights Act and the Freedom to Vote Act passed—and as President, I will proudly sign it into law.",6.5K,5.3K,21K,1.2M,[],[],[],tweet_id:1828198992838029561
